,glac_name,glacier_id,surging,probability,training_data,validation
1006,Dunerbreen,G016909E79728N,0,0.8945739625855007,,
1007,Kluftbreen,G017153E79795N,0,0.936212733255909,,
1008,,G017212E79815N,0,0.9616349997954503,,
1009,,G017228E79847N,0,0.9519491899175081,,
1010,Reinbogbreen,G017199E79873N,0,0.9803900746822494,,
1011,,G017146E79886N,0,0.9268719037735252,,
1012,,G017011E79881N,1,0.5557799911910983,,
1013,,G017023E79898N,1,0.6107677947975818,,
1014,Valhallfonna E,G017367E79747N,0,0.9721111346854464,,
1015,,G017646E79634N,0,0.5499457181009516,,
1016,Rimfaksebreen,G017326E79631N,0,0.9592018629767629,,
1017,,G017379E79579N,1,0.7001708679442906,,
1018,,G017703E79470N,0,0.7319629611373146,,
1019,,G017691E79460N,0,0.9770366248815249,,
1020,Bivrastfonna,G017629E79454N,0,0.9222950126925442,,
1021,,G017526E79446N,0,0.9338373364305121,,
1022,,G017177E79449N,0,0.7597867030775104,,
1023,,G017141E79436N,1,0.728660063836118,,
1024,,G017247E79374N,0,0.9709527616695734,,
1025,Skinfaksebreen,G017048E79443N,0,0.9452373364305121,,
1026,Kantbreen,G017933E79348N,0,0.660200740589059,,
1027,Glintbreen,G018104E79356N,0,0.9705309660035535,,
1028,Kosterbreen,G018556E79343N,0,0.8876336035900133,,
1029,Sven Ludvigbreen,G018645E79398N,0,0.9227362700101438,,
1030,Hødbreen,G018760E79354N,0,0.9178784988023512,,
1031,,G018761E79334N,0,0.7623453361334185,,
1032,Kosterbreen,G018690E79304N,0,0.5495538736210952,,
1033,Balderfonna East,G018599E79293N,0,0.7618586244046015,,
1034,,G018743E79228N,0,0.9386700000494544,,
1035,Lodderbreen,G018748E79217N,0,0.9825037308815331,,
1036,Lodderbreen,G018757E79199N,0,0.9927511766318041,,
1037,,G018718E79158N,0,0.9940480437997238,,
1038,,G018737E79138N,0,0.9695705210787802,,
1039,,G018793E79057N,1,0.5477645984087722,,
1040,Hinlopenbreen,G018854E78996N,1,0.6335253059117242,,
1041,,G019482E79033N,0,0.8431680128910548,,
1042,Vaigattbreen,G019694E79073N,1,0.6657090407259278,,
1043,Vaigattbreen,G019474E79101N,0,0.7315589211167856,,
1044,,G019251E79117N,0,0.8930924432704102,,
1045,,G019267E79154N,0,0.9701192604958244,,
